Title ,Year ,Director ,Country ,ASL 
Johnny O'Clock ,1947,"Rossen, Robert ",USA ,10.6
Johnny Stecchino ,1991,"Benigni, Roberto ",ITA ,9.3
Johnny Suede ,1991,"DiCillo, Tom ",USA ,8.2
"Joko, invoca Dio...e muori ",1968,"Margheriti, Antonio ",,6.1
"Joneses, The ",2009,"Borte, Derick ",USA ,4
Joseph Andrews ,1977,"Richardson, Tony ",BRI ,5.99
Josh and S.A.M. ,1993,"Weber, Billy ",USA ,4.3
Josie and the Pussycats ,2001,"Elfont, H. & Kaplan, D. ",USA ,2.8
"Joueur d'Echecs, Le ",1926,"Bernard, Raymond ",FRA ,6.2
Jour de F?te ,1947,"Tati, Jacques ",FRA ,10.4
Journey Into Fear ,1942,"Foster, Norman ",USA ,10.8
"Journey of August King, The ",1995,"Duigan, John ",USA ,5.1
"Journey of Natty Gann, The ",1985,"Kagan, Jeremy ",USA ,4.54
Journey to Shiloh ,1968,"Hale, William ",USA ,7.3
Journey to Spirit Island ,1988,"Pal, Laszlo ",USA ,6.2
Journey to the Center of the Earth ,1959,"Levin, Henry ",USA ,6.23
Journey to the Center of the Earth ,2008,"Brevig, Eric ",USA ,2.42
"Journey, The ",1959,"Litvak, Anatole ",USA ,9.7
Joy Division ,2006,"Traviss, Reg ",,3.84
"Joy Luck Club, The ",1993,"Wang, Wayne ",USA ,9.2
Joyeux Noel ,2005,"Carlon, Christian ",,5.74
Joyrider 2: Dead Ahead ,2008,"Morneau, Louis ",USA ,2.56
Jubal ,1956,"Daves, Delmer ",USA ,8.5
Jubilee Trail ,1954,"Kane, Joseph ",USA ,7.3
Jubilo ,1919,"Badger, Clarence ",USA ,5.5
Jude ,1996,"Winterbottom, Michael ",BRI ,7.7
Judge Dredd ,1995,"Cannon, Danny ",BRI ,2.55
"Judge Steps Out, The ",1949,"Ingster, Boris ",USA ,9.5
Judgement Day ,1999,"Terlesky, John ",USA ,3.1
Judgement Night ,1993,"Hopkins, Stephen ",USA ,4.4
Jugend ,1938,"Harlan, Veit ",GER ,15
Juggernaut ,1974,"Lester, Richard ",BRI ,6.99
Juice ,1992,"Dickerson, Ernest R. ",USA ,5.3
Jules et Jim ,1961,"Truffaut, Francois ",FRA ,9.6
Julia ,1977,"Zinnemann, Fred ",USA ,9.41
Julia ,2008,"Zonca, Erick ",,7.37
Julie ,1956,"Stone, Andrew L. ",USA ,8.9
Julie & Julia ,2009,"Ephron, Nora ",USA ,6.33
Julie and the Cadillacs ,1997,"Izzard, Bryan ",BRI ,3.6
Jumanji ,1995,"Johnston, Joe ",USA ,3.5
Jumbo ,1962,"Walters, Charles ",USA ,10.5
Jump the Gun ,1996,"Blair, Les ",,7.7
Jump Tomorrow ,2001,"Hopkins, Joel ",BRI ,6.2
Jumper ,2008,"Liman, Doug ",,3.53
Junebug ,2004,"Morrison, Paul ",USA ,5.32
Jungfrukällan ,1960,"Bergman, Ingmar ",SWE ,13.1
"Jungle Book, The ",1942,"Korda, Zoltan ",,5.65
"Jungle Book, The ",1994,"Sommers, Stephen ",USA ,3.1
Jungle Boy ,1998,"Goldstein, Allan A, ",,2.78
Jungle Fever ,1990,"Lee, Spike ",USA ,7.68
Jungle to Jungle ,1997,"Pasquin, John ",USA ,4
Junglee ,1961,"Mukherjee, Sudobh ",IND ,8.92
Junior ,1994,"Reitman, Ivan ",USA ,5.98
Junior Bonner ,1972,"Peckinpah, Sam ",USA ,3.46
Junior Miss ,1945,"Seaton, George ",USA ,13.4
Junkhearts ,2011,"Krishnan, Tinge ",BRI ,4.03
Juno ,2007,"Reitman, Jason ",USA ,4.96
Juno and the Paycock ,1930,"Hitchcock, Alfred ",BRI ,25.5
Ju-On: The Grudge 2 ,2003,Shimizu Takashi ,JAP ,9.1
Jupiter's Darling ,1955,"Sidney, George ",USA ,12
Jurassic Park ,1993,"Spielberg, Steven ",USA ,6.2
Jurassic Park III ,2001,"Johnston, Joe ",USA ,3.6
"Juror, The ",1996,"Gibson, Brian ",USA ,4.9
Jury Duty ,1995,"Fortenberry, John ",USA ,5.3
Just Between Friends ,1986,"Burns, Allan ",USA ,7
Just Cause ,1995,"Glimcher, Arne ",USA ,4.51
Just Friends ,2005,"Kumble, Roger ",USA ,2.9
Just Like Heaven ,2005,"Waters, Mark ",USA ,3.7
Just Married ,2003,"Levy, Shawn ",USA ,4.54
Just My Luck ,1957,"Carstairs, John Paddy ",BRI ,6.63
Just My Luck ,2006,"Petrie, Donald ",USA ,3.14
Just Visiting ,2001,"Poiré, Jean-Marie ",FRA ,2.15
Just Wright ,2010,"Hamri, Sanaa ",USA ,3.27
K-19: The Widowmaker ,2002,"Bigelow, Kathryn ",USA ,3.85
K2 ,1991,"Roddam, Franc ",,7.57
K-9 ,1989,"Daniel, Rod ",USA ,4.25
K-911 ,1999,"Kanganis, Charles T. ",USA ,3.1
Kaagaz ke Phool ,1959,"Dutt, Guru ",IND ,12.9
Kaala Bazaar ,1960,"Anand, Vijay ",IND ,9.5
Kab? Kyon? Aur Kahan? ,1970,"Hingorani, Arjun ",IND ,4.8
Kabhi Dhoop Kabhi Chhaon ,1975,"Battacharya, Basu ",IND ,11.4
Kaboom ,2010,"Araki, Gregg ",,3.72
Kadisbellan ,1993,"Sandgren, Ake ",SWE ,7.5
Kadosh ,1999,"Gitai, Amos ",ISR ,65.8
Kagemusha ,1980,"Kurosawa, Akira ",JAP ,10.53
Kaho Naa...Pyaar Hai ,2000,"Roshan, Rakesh ",IND ,3.8
"Kaiser von Kalifornien, Der ",1936,"Trenker, Luis ",GER ,6
Kalifornia ,1993,"Sena, Dominic ",USA ,4.01
Kama Sutra: A Story of Love ,1996,"Nair, Mira ",,7.35
Kamel Gandhar ,1961,"Ghatak, Ritwik ",IND ,15.73
Kameradschaft ,1931,"Pabst, G.W. ",GER ,11
Kamikaze Girls ,2004,"Nakashima, Tetsuya ",JAP ,5.2
Kämpfende Herzen ,1921,"Lang, Fritz ",GER ,8.3
Kanal ,1957,"Wajda, Andrzej ",POL ,22.38
Kandahar ,2001,"Makhmalbaf, Mohsen ",,13.06
Kandukondain Kandukondain ,2000,"Menon, Rajiv ",IND ,5.4
Kannathil Mutthamittal ,2002,"Ratnam, Mani ",IND ,7.1
Kansas City ,1995,"Altman, Robert ",,8.2
Kansas Raiders ,1950,"Enright, Ray ",USA ,7.5
Karakter ,1997,"Diem, Mike van ",HOL ,5.9
"Karamurat, The Sultan's Warrior ",1973,"Baytan, Natuk ",TUR ,5.3
"Karate Kid Part II, The ",1986,"Avildsen, John G. ",USA ,6.26
"Karate Kid Part III, The ",1989,"Avildsen, J. G. ",USA ,7.1
"Karate Kid, The ",1984,"Avildsen, John G. ",USA ,9.01
"Karate Kid, The ",2010,"Zwart, Harald ",,2.99
Karleken Segrar ,1916,"Klercker, Georg af ",SWE ,18
Kart Racer ,2003,"Gillard, Stuart ",,2.58
Kashmir ki Kali ,1964,"Samanta, Shakti ",IND ,7.4
Katalin Varga ,2008,"Strickland, Peter ",,10.52
Kate & Leopold ,2002,"Mangold, James ",USA ,5.11
"Kath & Kim Code, Da ",2005,"Emery, Ted ",AUS ,6.13
Katia ,1938,"Tourneur, Maurice ",FRA ,9.5
Katia Ismailova ,1994,"Todorovsky, Valerii ",,15.8
Katilon ke katil ,1981,"Hingorani, Arjun ",IND ,6.3
Kavkazsky plennik ,1996,"Bodrov, Sergei ",RUS ,8.9
Kazaam ,1996,"Glaser, Paul M. ",USA ,2.7
Kean (ou Désordre et génie) ,1923,"Volkoff, Alexandre ",FRA ,4.5
Keane ,2004,"Kerrigan, Lodge ",USA ,41.25
Keep It Up Downstairs ,1976,"Young, Robert ",BRI ,7
Keep the Aspidistra Flying ,1997,"Bierman, Robert ",BRI ,7
"Keep, The ",1983,"Mann, Michael ",BRI ,7.37
Keeper of the Flame ,1942,"Cukor, George ",USA ,11.2
"Keeper, The ",2003,"Lynch, Paul ",,3.74
Keeping Mum ,2005,"Johnson, Niall ",BRI ,4.48
Keeping the Faith ,2000,"Norton, Edward ",USA ,5
Keeping Up With the Steins ,2006,"Marshall, Scott ",USA ,4.53
Keith Lemon: The Film ,2012,"Anunawela, Paul ",BRI ,2.49
Kelly + Victor ,2013,"Evans, Kieran ",,7.5
Kelly's Heroes ,1970,"Hutton, Brian G. ",USA ,5.63
"Kentuckian, The ",1955,"Lancaster, Burt ",USA ,7.54
Kentucky ,1938,"Butler, David ",USA ,9.6
"Kentucky Fried Movie, The ",1977,"Landis, John ",USA ,6
Kentucky Rifle ,1955,"Hittelman, Carl K. ",USA ,9.88
Keoma ,1976,"Castellari, Enzo G. ",ITA ,6.9
Keoma ,1976,"Castellari, Enzo ",ITA ,6.16
"Kermesse Heroique, La ",1935,"Feyder, Jacques ",FRA ,10.5
Kes ,1970,"Loach, Ken ",BRI ,15.98
"Keusche Suzanne, Die ",1926,"Eichberg, Richard ",GER ,7
Kevin & Perry Go Large ,2000,"Bye, Ed ",,3.75
Key Largo ,1948,"Huston, John ",USA ,6
"Key To The City, The ",1950,"Sidney, George ",USA ,9
"Keys of the Kingdom, The ",1944,"Stahl, John M. ",USA ,11
Khalnayak ,1993,"Ghai, Subhash ",IND ,4.3
Khamosh Pani ,2003,"Sumar, Sabiha ",,12.9
Khamoshi ,1996,"Bhansali, Sanjay Leela ",IND ,7.6
Khartoum ,1966,"Dearden, Basil ",BRI ,6.1
Kick ,1999,"Heys, Lynda ",AUS ,5.76
Kick-Ass ,2009,"Vaughn, Matthew ",,2.74
Kickboxer ,1989,"DiSalle, Mark & Worth, D. ",USA ,3.13
Kicking & Screaming ,2005,"Dylan, Jesse ",USA ,2.54
Kicks ,2009,"Heymann, Lindy ",BRI ,5.87
Kid Blue ,1973,"Frawley, James ",USA ,7.4
"Kid Called Danger, A ",1999,"Hendershot, Eric ",USA ,5.2
"Kid for Two Farthings, A ",1955,"Reed, Carol ",BRI ,5.63
"Kid From Spain, The ",1932,"McCarey, Leo ",USA ,13.5
"Kid From Texas, The ",1950,"Neumann, Kurt ",USA ,6.8
Kid Galahad ,1962,"Karlson, Phil ",USA ,7
"Kid in King Arthur's Court, A ",1995,"Gottlieb, Michael ",USA ,3.8
"Kid, The ",1921,"Chaplin, Charles ",USA ,8.9
Kidnapped ,1917,"Crosland, Alan ",USA ,8
Kidnapped ,1960,"Stevenson, Robert ",USA ,6.41
Kidnapped ,1971,"Mann, Delbert ",BRI ,8.3
"Kidnappers, The ",1953,"Leacock, Philip ",BRI ,6.66
kids ,1995,"Clark, Larry ",USA ,9.7
"Kids are All Right, The ",2010,"Cholodenko, Lisa ",USA ,4.46
Kids in the Hall: Brain Candy ,1996,"Makin, Kelly ",,5.3
Kidulthood ,2005,"Huda, Menaj ",BRI ,4.38
Kikujiro ,1999,Kitano Takeshi ,JAP ,12.6
Kill Bill Vol. 2 ,2003,"Tarantino, Quentin ",USA ,3.84
Kill Bill Vol.1 ,2003,"Tarantino, Quentin ",,3.74
Kill List ,2011,"Wheatley, Ben ",BRI ,5.2
Kill Me Tomorrow ,1957,"Fisher, Terence ",BRI ,9.3
Kill the Man ,1999,"Booker, Tom & Kean, Jon ",USA ,5.49
Killer ,1994,"Malone, Mark ",USA ,6.3
Killer Calibro 32 ,1967,"Brescia, Alfonso ",ITA ,7.5
"Killer Elite, The ",1975,"Peckinpah, Sam ",USA ,3.4
Killer Flick ,1998,"Weidman, Mark ",USA ,8.3
"Killer Inside Me, The ",2010,"Winterbottom, Michael ",,4.85
Killer Joe ,2011,"Friedkin, William ",USA ,6.76
Killer of Sheep ,1977,"Burnett, Charles ",USA ,15.04
Killer Shark ,1950,"Boetticher, Oscar ",USA ,13.8
"Killer, The ",1989,"Woo, John ",HKO ,2.5
Killers ,2010,"Luketic, Robert ",USA ,3.02
Killer's Kiss ,1955,"Kubrick, Stanley ",USA ,7.67
"Killers, The ",1946,"Siodmak, Robert ",USA ,15.8
"Killers, The ",1964,"Siegel, Donald ",USA ,5
"Killing Fields, The ",1984,"Joffé, Roland ",,7.59
"Killing Floor, The ",1984,"Duke, Bill ",USA ,5.7
Killing Me Softly ,2001,Kaige Chen ,,5.8
"Killing of Satan, The ",1983,"Pi?on, Efren C. ",PHI ,5.6
"Killing, The ",1956,"Kubrick, Stanley ",USA ,20.5
Kim ,1951,"Saville, Victor ",BRI ,10.98
Kimberley Jim ,1965,"Nofal, Emil ",SAF ,7
Kind Hearts and Coronets ,1949,"Hamer, Robert ",BRI ,11.63
"Kind of Loving, A ",1962,"Schlesinger, John ",BRI ,11.2
"Kinder des Majors, die ",1914,,GER ,23.5
Kindergarten Cop ,1990,"Reitman, Ivan ",USA ,5.17
Kindling ,1915,"DeMille, Cecil B. ",USA ,13
"King and I, The ",1956,"Lang, Walter ",USA ,14.42
King Arthur ,2004,"Fuqua, Antoine ",,2.39
King Cobra ,1999,"Hillebrand, David & Scott ",USA ,3.7
"King in New York, A ",1957,"Chaplin, Charles ",BRI ,10
King Kong ,1976,"Guillermin, John ",USA ,5.35
King Kong ,2005,"Jackson, Peter ",,3.29
King Kong Lives! ,1986,"Guillermin, John ",,4.5
"King of Comedy, The ",1983,"Scorsese, Martin ",USA ,6.9
King of Kings ,1961,"Ray, Nicholas ",USA ,7.07
"King of Marvin Gardens, The ",1972,"Rafelson, Bob ",USA ,14.73
King of New York ,1989,"Ferrara, Abel ",USA ,5.7
King of the Khyber Rifles ,1953,"King, Henry ",USA ,13.6
King of the Wind ,1989,"Duffell, Peter ",USA ,6.8
King Ralph ,1991,"Ward, David S. ",USA ,5.04
King Rat ,1965,"Forbes, Bryan ",USA ,7.41
King Richard and the Crusaders ,1953,"Butler, David ",USA ,8
King Solomon's Mines ,1950,"Bennett, C. & Marton, A. ",USA ,5.28
King Solomon's Mines ,1985,"Lee-Thompson, J. ",USA ,3.51
"King Steps Out, The ",1936,"von Sternberg, Josef ",USA ,8.2
"King, The ",2005,"Marsh, James ",USA ,7.46
Kingdom of Heaven ,2005,"Scott, Ridley ",,2.94
"Kingdom, The ",2007,"Berg, Peter ",,2.11
Kingpin ,1996,"Farrelly, Peter & Bobby ",USA ,5.3
Kings Go Forth ,1958,"Daves, Delmer ",USA ,7.7
Kings Row ,1942,"Wood, Sam ",USA ,12
"King's Speech, The ",2010,"Hooper, Tom ",,5.04
Kingukongu tai Gojirai ,1962,"Honda, Inoshiro ",JAP ,4.5
Kinky Boots ,2005,"Jarrold, Julian ",BRI ,3.86
Kinsey ,2004,"Condon, Bill ",USA ,3.94
Kismet ,1944,"Dieterle, William ",USA ,8.1
Kismet ,1955,"Minnelli, Vincente ",USA ,28.8
"Kiss Before Dying, A ",1956,"Oswald, Gerd ",USA ,15.6
"Kiss Before Dying, A ",1991,"Dearden, James ",USA ,5.34
Kiss Kiss Bang Bang ,2005,"Black, Shane ",USA ,3.34
Kiss Me Deadly ,1955,"Aldrich, Robert ",USA ,10.2
Kiss Me Kate ,1953,"Sidney, George ",USA ,20.8
"Kiss Me, Guido ",1997,"Vitale, Tony ",USA ,5.8
"Kiss Me, Stupid ",1964,"Wilder, Billy ",USA ,18
Kiss of Death ,1947,"Hathaway, Henry ",USA ,10
Kiss of Death ,1994,"Schroeder, Barbet ",USA ,5.8
Kiss of Life ,2003,"Young, Emily ",,8
Kiss of the Dragon ,2001,"Nahon, Chris ",,2.2
Kiss or Kill ,1997,"Bennett, Bill ",AUS ,4.4
Kiss the Girls ,1997,"Fleder, Gary ",USA ,3.5
Kiss Them For Me ,1957,"Donen, Stanley ",USA ,16.3
Kiss Tomorrow Goodbye ,1950,"Douglas, Gordon ",USA ,13.15
Kiss Tomorrow Goodbye ,2000,"Priestley, Jason ",USA ,5.01
"Kiss, The ",1929,"Feyder, Jacques ",USA ,7
"Kiss, The ",1988,"Densham, Pen ",CAN ,4.32
Kissed ,1996,"Stopkewich, Lynne ",CAN ,8.2
Kisses for my President ,1964,"Bernhardt, Curtis ",USA ,10.6
Kissing a Fool ,1998,"Ellin, Doug ",USA ,4.1
Kissing Jessica Stein ,2001,"Herman-Wurmfeld, Charles ",USA ,7.03
Kit Carson ,1940,"Seitz, George B. ",USA ,6.7
Kitchen Stories ,2003,"Hamer, Bent ",,12.73
"Kite-Runner, The ",2007,"Forster, Marc ",,3.57
Kitty Foyle ,1940,"Wood, Sam ",USA ,10.82
Klovnen ,1917,"Sandberg, Anders Wilhelm ",DEN ,18
Klute ,1971,"Pakula, Alan J. ",USA ,11.19
KM 31: Kilometro 31 ,2005,"Casta?eda, Rigoberto ",MEX ,3.52
Knife in the Water ,1962,"Polanski, Roman ",POL ,18.6
Knight and Day ,2010,"Mangold, James ",USA ,3.13
Knight of the Plains ,1939,"Newfield, Sam ",USA ,7.8
Knight Without Armour ,1938,"Feyder, Jacques ",BRI ,9
Knights of the Round Table ,1953,"Thorpe, Richard ",USA ,7.37
"Knight's Tale, A ",2001,"Helgeland, Brian ",USA ,3.8
Knock Off ,1998,"Hark, Tsui ",USA ,2.7
Knocked Up ,2007,"Apatow, Judd ",USA ,3.94
Knowing ,2009,"Proyas, Alex ",,3.79
Kodomo no Shiki ,1939,"Shimizu, Hiroshi ",JAP ,11.5
Koenigsmark ,1923,"Perret, Léonce ",FRA ,6
Koenigsmark ,1935,"Tourneur, Maurice ",FRA ,11
Kohinoor ,1960,"Sunny, S.U. ",IND ,6.5
Kokoda Crescent ,1989,"Robinson, Ted ",AUS ,5.3
Kolya ,1996,"Sverak, Jan ",CZE ,7.7
Komedie om Geld ,1935,"Ophuls, Max ",HOL ,12
Komodo ,1999,"Lantieri, Michael ",USA ,5.7
"Kongress tanzt, Der ",1931,"Charell, Erik ",GER ,17
Kontroll ,2003,"Antal, Nimrod ",HUN ,5.07
"Kopf hoch, Johannes ",1941,"Kowa, Viktor de ",GER ,10
"Kovak Box, The ",2006,"Monzon, Daniel ",,4.21
Koyaanisqati ,1982,"Reggio, Godfrey ",USA ,8.3
K-PAX ,2001,"Softley, Iain ",USA ,5.1
"Krakatoa, East of Java ",1969,"Kowalski, Bernard L. ",,4.77
Kramer vs. Kramer ,1979,"Benton, Robert ",USA ,6.44
"Krays, The ",1990,"Medak, Peter ",BRI ,5.85
"Kreutzer Sonata, The ",1987,"Schweitzer, M. & Milkina, ",RUS ,10.5
Kreutzerova Sonata ,1926,"Machaty, Gustav ",CZE ,6
Kriemhilds Rache ,1924,"Lang, Fritz ",GER ,7.5
Krippendorf's Tribe ,1998,"Holland, Todd ",USA ,4.8
Krull ,1983,"Yates, Peter ",BRI ,5.3
Kuch Kuch Hota Hai ,1998,"Johar, Karan ",IND ,5.4
Kull the Conqueror ,1997,"Nicolella, John ",USA ,2.8
Kumonosu-jo ,1957,"Kurosawa, Akira ",JAP ,12.5
Kundun ,1997,"Scorsese, Martin ",USA ,5.3
Kung Fu Hustle ,2004,"Chow, Stephen ",CHI ,3.57
Kung Pow: Enter the Fist ,2001,"Oederkerk, Steve ",USA ,3.03
Kvinnors Vantan ,1952,"Bergman, Ingmar ",SWE ,13.4
L.627 ,1992,"Tavernier, Bertrand ",FRA ,8.5
L.I.E. ,2001,"Cuesta, Michael ",USA ,5.29
LA Confidential ,1997,"Hanson, Curtis ",USA ,4
LA Story ,1991,"Jackson, Mick ",USA ,3.33
"Laborito del Fauno, el ",2006,"Toro, Guillermo del ",SPA ,5.86
Labyrinth ,1991,"Jires, Jaromil ",GER ,8.3
Lac aux Dames ,1934,"Allégret, Marc ",FRA ,8.5
"Lachenden Erben, Die ",1931,"Ophuls, Max ",GER ,10
Ladder 49 ,2004,"Russell, Jay ",USA ,4.85
Ladies in Lavender ,2004,"Dance, Charles ",BRI ,5.56
Ladies' Room ,2000,"Buitenhuis, Cristiani, S ",,6.4
Ladri di saponette ,1989,"Nichetti, Maurizio ",ITA ,6.2
Lady by Choice ,1934,"Burton, David ",USA ,9.6
Lady for a Night ,1942,"Jason, Leigh ",USA ,8.24
Lady from Louisiana ,1941,"Vorhaus, Bernard ",USA ,6.02
"Lady From Shanghai, The ",1948,"Welles, Orson ",USA ,5.78
"Lady From the Shanghai Cinema, The ",1987,"Prado, Guilherme De Almei ",ARG ,8.8
Lady Hamilton ,1941,"Korda, Alexander ",BRI ,8
Lady Ice ,1973,"Gries, Tom ",USA ,6.1
"Lady in Question, The ",1940,"Vidor, Charles ",USA ,9.43
Lady in the Dark ,1944,"Leisen, Mitchell ",USA ,13.31
Lady in the Water ,2006,"Shyamalan, M. Night ",USA ,12.64
Lady in White ,1988,"LaLoggia, Frank ",USA ,5.02
"Lady Killers, The ",1955,"Mackendrick, Alexander ",BRI ,7.61
Lady of Burlesque ,1943,"Wellman, William A. ",USA ,6.62
Lady of Deceit ,1947,"Wise, Robert ",USA ,7.69
Lady on a Train ,1945,"David, Charles ",USA ,10.82
"Lady Takes a Chance, A ",1943,"Seiter, William A. ",USA ,8.4
"Lady Vanishes, The ",1939,"Hitchcock, Alfred ",BRI ,7.5
"Lady Vanishes, The ",1979,"Page, Anthony ",BRI ,7.5
"Lady Wants Mink, The ",1953,"Seiter, William A. ",USA ,12.9
"Lady with a Lamp, The ",1951,"Wilcox, Herbert ",BRI ,25.9
Lady Without a Passport ,1950,"Lewis, Joseph H. ",USA ,9.5
"Lady, The ",2011,"Besson, Luc ",,3.95
Ladybird Ladybird ,1994,"Loach, Ken ",BRI ,12.94
Ladybugs ,1992,"Furie, Sidney J. ",USA ,4.7
Ladyhawke ,1985,"Donner, Richard ",USA ,4.66
"Ladykillers, The ",2004,"Coen, Joel & Ethan ",USA ,4
Lagaan: Once upon a Time in India ,2001,"Gowariker, Ashotosh ",IND ,4.6
Laissez-passer ,2001,"Tavernier, Bertrand ",FRA ,11
"Lake House, The ",2006,"Agresti, Alejandro ",,8.18
Lake Placid ,1999,"Miner, Steve ",USA ,3.6
Lake Tahoe ,2008,"Eimbcke, Fernando ",,40
Lakeview Terrace ,2008,"LaBute, Neil ",USA ,3.78
Lamhe ,1991,"Chopra, Yash ",IND ,7.8
"Lamp Still Burns, The ",1943,"Elvey, Maurice ",BRI ,9.6
Lancelot and Guinevere ,1962,"Wilde, Cornel ",BRI ,6.9
"Land des Lächelns, Das ",1930,"Reichmann, Max ",GER ,18.5
"Land Girls, The ",1997,"Leland, David ",BRI ,6.2
Land of the Lost ,2009,"Silberling, Brad ",USA ,3.99
Land of the Pharaohs ,1955,"Hawks, Howard ",,9.41
"Land That Time Forgot, The ",1974,"Connor, Kevin ",BRI ,3.93
Lap Dancer ,1995,"Egeli, Arthur ",USA ,8.1
Lara Croft Tomb Raider: The Cradle of Life ,2003,"De Bont, Jan ",USA ,2.97
Lara Croft: Tomb Raider ,2001,"West, Simon ",,2.3
Large ,2000,"Edgar, Justin ",BRI ,3.75
Larger Than Life ,1996,"Franklin, Howard ",USA ,4.2
Larks on a String ,1969,"Menzel, Jiri ",CZE ,9.7
Larry Crowne ,2011,"Hanks, Tom ",USA ,4.5
Las Vegas Lady ,1975,"Nosseck, Noel ",USA ,7.5
"Las Vegas Story, The ",1952,"Stevenson, Robert ",USA ,5.6
Lassie ,2005,"Sturridge, Charles ",BRI ,4.58
Lassie Come Home ,1943,"Wilcox, Fred M. ",USA ,7.08
Lassie: A New Generation ,1994,"Petrie, Daniel ",USA ,5.1
Last Action Hero ,1993,"McTiernan, John ",USA ,4.85
"Last American Hero, The ",1973,"Johnson, Lamont ",USA ,4
"Last Boy Scout, The ",1991,"Scott, Tony ",USA ,2.74
"Last Broadcast, The ",1998,"Avalos, S. & Weiler, L. ",USA ,9.5
"Last Castle, The ",2001,"Lurie, Rod ",USA ,4
Last Chance Harvey ,2008,"Hopkins, Joel ",USA ,5.41
"Last Command, The ",1928,"Sternberg, Josef von ",USA ,8
"Last Command, The ",1955,"Lloyd, Frank ",USA ,9.34
Last Dance ,1996,"Beresford, Bruce ",USA ,5.1
Last Days ,2004,"Van Sant, Gus ",USA ,36.23
"Last Days of Chez Nous, The ",1992,"Armstrong, Gillian ",AUS ,10.2
"Last Days of Disco, The ",1998,"Stillman, Whit ",USA ,5.3
"Last Days of Dolwyn, The ",1949,"Williams, Emlyn ",BRI ,9.5
"Last Detail, The ",1973,"Ashby, Hal ",USA ,12.1
Last Embrace ,1979,"Demme, Jonathan ",USA ,7.76
"Last Exorcism Part II, The ",2013,"Gass-Donnelly, Ed ",,4.75
"Last Exorcism, The ",2010,"Stamm, Daniel ",,7
"Last Flight, The ",1931,"Dieterle, William ",USA ,7
"Last Frontier, The ",1955,"Mann, Anthony ",USA ,10.01
"Last Gangster, The ",1937,"Ludwig, Edward ",USA ,7.5
Last Holiday ,1950,"Cass, Henry ",BRI ,15.4
"Last Hurrah, The ",1958,"Ford, John ",USA ,12.4
"Last Journey, The ",1935,"Vorhaus, Bernard ",BRI ,5.1
"Last King of Scotland, The ",2006,"MacDonald, Kevin ",,4.42
"Last Kiss, The ",2006,"Goldwyn, Tony ",USA ,5.22
"Last Man on Earth, The ",1924,"Blystone, John G. ",USA ,5.7
Last Man Standing ,1996,"Hill, Walter ",USA ,7.2
"Last Marshall, The ",1999,"Kirton, Mike ",USA ,4.2
"Last Mimzy, The ",2007,"Shaye, Bob ",USA ,5.24
Last Night ,1998,"McKellar, Don ",CAN ,11
Last Night ,2009,"Tadjedin, Massy ",,5.31
"Last of Mrs. Cheyney, The ",1937,"Boleslawski, Richard ",USA ,10.3
"Last of Sheila, The ",1973,"Ross, Herbert ",USA ,8
Last of the Badmen ,1957,"Landres, Paul ",USA ,8.7
Last of the Comanches ,1953,"De Toth, André ",USA ,5.5
Last of the Dogmen ,1995,"Murphy, Tab ",USA ,5.4
"Last of the Fast Guns, The ",1958,"Sherman, George ",USA ,7.5
"Last of the Mohicans, The ",1936,"Seitz, George B. ",USA ,6.7
"Last of the Mohicans, The ",1992,"Mann, Michael ",USA ,4.41
Last Orders ,2001,"Schepisi, Fred ",,8.8
"Last Picture Show, The ",1971,"Bogdanovich, Peter ",USA ,6.69
Last Resort ,2000,"Pawlikowski, Pawel ",BRI ,8.4
"Last Run, The ",2001,"Hickox, Anthony ",,4.07
"Last Samurai, The ",2003,"Zwick, Edward ",,2.39
"Last Seduction, The ",1993,"Dahl, John ",USA ,7.96
"Last Shot, The ",2004,"Nathanson, Jeff ",USA ,5.18
"Last Starfighter, The ",1984,"Castle, Nick ",USA ,4.23
"Last Station, The ",2009,"Hoffman, Michael ",,5.04
"Last Sunset, The ",1961,"Aldrich, Robert ",USA ,4.56
"Last Supper, The ",1995,"Title, Stacy ",USA ,6
"Last Time, The ",2006,"Caleo, Michael ",USA ,5.28
Last Train From Gun Hill ,1959,"Sturges, John ",USA ,6.7
"Last Tycoon, The ",1976,"Kazan, Elia ",USA ,6.35
"Last Voyage, The ",1960,"Stone, Andrew L. ",USA ,9.23
Last Wagon. The ,1956,"Daves, Delmer ",USA ,6.49
Late for Dinner ,1991,"Richter, W.D. ",USA ,6.7
"Late George Apley, The ",1947,"Mankiewicz, Joseph L. ",USA ,19.3
Late Night Shopping ,2001,"Metzstein, Saul ",BRI ,5.2
Late Spring ,1949,Ozu Yasujiro ,JAP ,9.76
Latin Lovers ,1953,"LeRoy, Mervyn ",USA ,12
Latino Bar ,1991,"Leduc, Paul ",MEX ,24.5
Låtte den rätte komme in ,2008,"Alfredson, Tomas ",SWE ,9.38
Laughing at Life ,1933,"Beebe, Ford ",USA ,7.6
Laughter in Paradise ,1951,"Zampi, Mario ",BRI ,15.8
Laura ,1944,"Preminger, Otto ",USA ,21
Laurel Canyon ,2002,"Cholodenko, Lisa ",USA ,6.28
"Lavender Hill Mob, The ",1951,"Crichton, Charles ",BRI ,6.85
Law Abiding Citizen ,2009,"Gray, F. Gary ",USA ,3.94
Law and Disorder ,1958,"Crichton, Charles ",BRI ,7.9
